user_id,ut_id,suburb,state,postcode,employment_type,active,modified_time,comments,app_version,device_os,device_os_version,app_timezone,last_logged_in
38,3,,,,1,1,2017-09-18 01:59:51,,,,,,2021-05-02 23:24:12
39,2,North Sydney,NSW,2060,1,1,2019-03-06 04:24:38,,4.3.0,,,,2021-04-14 01:00:11
40,1,St Leonards[Null],"",,1,1,2015-12-17 23:27:23,"",,,,,2020-10-26 23:09:32
93,2,Riverview,New South Wales,,1,1,2021-01-13 04:22:48,"",5.31.3,web,Netscape 5.0 (iPhone; CPU iPho,420,2021-02-02 20:19:28
432,2,Crows Nest,New South Wales,2065,3,1,2020-05-18 23:22:12,"",5.36.1,web,Netscape 5.0 (iPhone; CPU iPho,-600,2021-04-15 00:21:56
433,3,Riverview,New South Wales,"",1,1,2021-03-22 23:00:23,"",,,,,2021-03-23 17:55:09
434,2,homebush,New South Wales,2096,3,1,2020-09-23 00:54:53,"",5.23.2,web,Netscape 5.0 (iPhone; CPU iPho,-660,2020-10-11 22:09:16
435,2,Homebush,New South Wales,,1,0,2016-05-31 04:53:16,"",,,,,
436,2,Penrith,New South Wales,,1,0,2016-05-31 04:53:20,"",,,,,
437,2,wa,Western Australia,"",3,0,2016-03-30 00:42:27,"",,,,,
438,2,wa,Western Australia,"",1,0,2016-03-30 00:42:23,"",,,,,
439,2,North Wollongong,New South Wales,,1,0,2016-05-31 04:51:28,"",,,,,
440,2,North Wollongong,New South Wales,,1,0,2017-06-09 01:29:41,"",,,,,
441,2,North Wollongong,New South Wales,"",1,1,2017-05-19 03:47:43,"",,,,,
442,2,North Wollongong,New South Wales,"",1,0,2016-05-31 04:51:25,"",,,,,
443,2,North Wollongong,New South Wales,,1,0,2016-05-31 04:53:00,"",,,,,
444,2,North Wollongong,New South Wales,,1,0,2016-05-31 04:51:19,"",,,,,
446,2,Revesby,New South Wales,,1,0,2014-10-16 22:49:40,"",,,,,
447,2,Mornington,"","",3,0,2016-05-31 04:52:30,"",,,,,
448,2,Richmond,"","",3,0,2016-05-31 04:52:16,"",,,,,
449,3,"","",,1,0,2016-03-30 00:40:29,"",,,,,
450,3,"",New South Wales,"",1,0,2017-09-09 23:51:45,"",,,,,
451,3,"",New South Wales,"",1,0,2016-08-25 05:17:04,"",,,,,
452,2,Hurstville,New South Wales,"",1,1,2017-05-19 03:47:55,Has own tools,,,,,
453,2,Sydney,New South Wales,"",1,0,2016-08-25 05:19:29,"",,,,,
454,3,"","",,1,0,2015-06-20 09:19:08,"",,,,,
455,2,Canterbury,Victoria,,1,0,2016-03-30 00:42:34,"",,,,,
456,3,"","",,1,0,2015-06-20 09:19:03,"",,,,,
457,2,"","",,1,0,2016-03-30 00:42:57,"",,,,,
458,2,"","",,1,0,2016-10-25 02:18:38,"",,,,,
459,3,Karratha,Western Australia,,1,0,2014-12-29 11:32:01,"",,,,,
460,2,Karratha,Western Australia,,1,0,2016-03-30 00:42:38,"",,,,,
461,3,Karratha,Western Australia,,1,0,2014-12-29 11:29:44,"",,,,,
462,2,Chatswood,New South Wales,,1,0,2016-03-30 00:42:20,"",,,,,
463,3,"",New South Wales,"",3,0,2016-03-30 00:40:40,"",,,,,
464,3,"",New South Wales,,1,0,2016-03-30 00:39:54,"",,,,,
465,3,"",Western Australia,,1,0,2015-03-24 08:52:59,"",,,,,
466,2,"","","",1,1,2017-05-19 03:49:34,"",,,,,
467,2,"",New South Wales,,3,0,2016-05-09 05:14:42,"",,,,,
468,3,"",Victoria,,4,0,2016-03-30 00:39:10,"",,,,,
469,2,"",Queensland,,1,0,2016-05-31 04:51:34,"Reesey is a good guy but can be forgetful about his timesheets, He doesn't mind if you SMS a reminder.",,,,,
470,3,"","",,1,0,2015-02-13 04:07:37,"",,,,,
471,2,"","",,1,0,2015-02-23 01:50:57,"",,,,,
472,2,"","","",4,0,2016-09-01 06:14:06,"",,,,,
473,3,"","",,1,0,2017-02-01 00:16:48,"",,,,,
476,3,"","",,1,0,2015-03-24 08:53:15,"",,,,,
477,3,"",New South Wales,,1,0,2015-06-20 09:18:39,"",,,,,
478,3,"","",,1,0,2015-06-20 09:19:14,"",,,,,
479,2,Mannering Park,New South Wales,,1,0,2016-08-25 05:20:25,"",,,,,
480,2,"","",,1,0,2016-05-31 04:51:40,"",,,,,
481,3,"","",,1,0,2015-06-20 09:18:56,"",,,,,
482,2,"","",,1,0,2016-05-09 05:15:02,"",,,,,
484,2,"",New South Wales,,1,0,2016-07-24 22:22:04,"",,,,,
485,3,"","",,1,0,2015-06-20 09:18:42,"",,,,,
486,3,"","",,1,0,2015-06-20 09:18:50,"",,,,,
487,2,Bateau Bay,New South Wales,,1,0,2015-05-11 03:00:40,nil,,,,,
496,3,"","",,1,1,2017-10-12 01:12:12,Ghost Inspector is a user that automatically tests the system.  Do Not Delete,,,,,
497,3,CASTLE COVE,New South Wales,,1,0,2015-07-15 10:10:54,"",,,,,
503,2,"","",,1,0,2016-03-30 00:43:08,"",,,,,
504,3,"",New South Wales,,1,0,2015-11-17 01:21:24,"",,,,,
505,3,"",New South Wales,,1,0,2015-11-17 01:21:27,"",,,,,
506,3,"","","",1,1,2018-08-19 10:08:29,"",,,,,2021-05-03 01:01:16
508,2,"","",,1,0,2016-03-30 00:42:14,"",,,,,
509,3,"","",,1,0,2015-11-17 01:21:00,"",,,,,
510,2,"","",,1,0,2016-03-30 00:42:42,"",,,,,
511,3,"","",,1,0,2015-11-17 01:20:45,"",,,,,
512,2,"","","",1,0,2016-03-24 00:16:55,"",,,,,
513,3,"",New South Wales,,1,0,2015-11-17 01:21:13,"",,,,,
514,2,West Perth,Western Australia,,5,0,2016-05-31 04:53:10,"",,,,,
515,2,"",New South Wales,"",3,0,2017-06-09 01:28:09,"",,,,,
516,3,"","","",1,0,2016-03-30 00:40:08,"",,,,,
518,3,"","",,1,0,2015-10-13 03:25:55,"",,,,,
519,3,"",New South Wales,,1,0,2015-10-20 05:51:39,"",,,,,
520,2,sydney,"",,1,0,2015-10-20 05:51:31,"",,,,,
521,3,"","",,1,0,2016-08-25 05:17:12,"",,,,,
522,2,"","",,1,0,2016-08-25 05:19:36,"",,,,,
530,2,"","","",1,1,2017-10-06 03:36:12,"",5.36.0,web,Netscape 5.0 (iPhone; CPU iPho,-600,2021-04-08 06:19:25
532,3,"","",,1,0,2015-10-27 10:48:58,"",,,,,
533,2,"","","",1,0,2016-03-30 00:42:05,"",,,,,
534,3,"","","",1,0,2016-03-30 00:38:57,"",,,,,
535,2,,,,1,0,2016-03-30 00:43:12,,,,,,
536,3,"","","",1,0,2016-03-30 00:41:14,"",,,,,
537,2,"","","",1,0,2016-03-30 00:42:17,"",,,,,
538,3,"","",,6,0,2016-08-25 05:17:34,"",,,,,
539,2,Lynbrook,Victoria,,1,0,2016-08-25 05:20:17,"",,,,,
540,3,Manly,New South Wales,"",1,1,2019-06-24 05:34:08,"",,,,,2019-09-06 03:01:39
541,2,"",New South Wales,"",1,0,2016-03-30 00:40:59,,,,,,
542,3,Cronulla,New South Wales,,1,0,2016-03-30 00:38:52,"",,,,,
543,2,Manly,New South Wales,"",1,1,2017-09-13 00:11:14,medical conditions: none,3.7.13,web,Chrome 66,-600,
544,2,,,"",1,1,2019-12-09 23:13:54,,5.6.6,web,Chrome 82,-660,2020-02-11 00:31:44
545,2,Port Fairy,VIC,3284,3,0,2020-02-16 23:45:38,"",5.8.3,web,Chrome 4,-660,2020-03-11 22:47:51
546,2,"","",,1,0,2016-08-25 05:18:58,"",,,,,
547,3,"",,"",1,0,2016-08-25 05:16:34,,,,,,
548,3,Neutral Bay,NSW,2089,1,0,2019-06-24 05:36:56,"No pre-existing medical conditions
Allergic to Amoxclin",,,,,
549,2,Neutral Bay,New South Wales,2089,1,0,2017-07-25 00:05:02,"",4.2.2,web,Chrome 76,420,2019-05-23 17:52:03
550,2,,,,1,0,2016-03-30 00:42:52,,,,,,
551,3,"",Queensland,,1,0,2016-03-30 00:41:17,"",,,,,
554,3,"",New South Wales,"",1,0,2017-11-16 23:24:50,"",,,,,
555,3,,New South Wales,,3,0,2016-03-30 00:40:12,,,,,,
556,2,,New South Wales,,3,0,2016-03-30 00:42:49,,,,,,
557,3,"","","",1,0,2016-05-31 04:50:29,,,,,,
558,2,"","","",5,0,2016-09-01 06:13:56,"",,,,,
559,3,"","","",1,0,2017-02-01 00:06:26,"",,,,,
560,2,"","","",1,1,2020-09-09 06:31:42,"",,,,,
561,3,,,,1,0,2016-03-30 00:41:21,,,,,,
562,3,,,,3,0,2016-03-30 00:41:33,,,,,,
564,3,,,,1,0,2019-06-24 05:33:58,,,,,,2018-12-06 00:29:59
565,2,Vaucluse,NSW,2030,1,1,2019-07-18 09:05:21,- Allergic to loosing,3.12.1,iOS,12.0,-600,
567,3,,,,1,0,2016-03-30 00:39:26,,,,,,
568,2,"","","",1,0,2017-06-09 01:29:54,"",,,,,
569,2,"","","",3,1,2017-06-09 04:45:30,"",,,,,
571,2,"","","",1,0,2016-05-31 04:51:52,"",,,,,
572,2,,,,1,0,2016-05-31 04:52:07,,,,,,
573,3,"","","",1,0,2016-05-10 02:04:36,"",,,,,
574,2,Coolum Beach,Queensland,4573,3,0,2016-05-10 02:03:14,"",,,,,
575,2,Coolum Beach,Queensland,4573,1,0,2016-05-10 02:03:50,,,,,,
576,2,bateau bay,NSW,2261,3,0,2016-08-25 05:19:44,,,,,,
577,2,,,"",1,0,2019-06-05 01:16:21,,4.0.4,Android,8.1.0,-660,2019-03-09 07:48:05
578,1,,,,1,1,2017-01-12 09:32:51,,,,,,
579,3,,,,1,0,2016-08-25 05:15:44,,,,,,
580,2,,,"",3,0,2016-08-03 03:45:55,,,,,,
581,3,,,,1,0,2016-05-31 04:49:56,,,,,,
582,3,,,,1,0,2016-05-31 04:49:44,,,,,,
583,2,,"","",1,0,2016-05-31 04:52:24,,,,,,
584,2,"",,"",3,0,2016-05-31 04:53:06,,,,,,
585,3,,,,1,0,2016-06-28 23:14:43,,,,,,
586,2,,,,1,0,2016-05-09 03:33:01,,,,,,
588,3,,,,,0,2016-05-31 04:50:05,,,,,,
589,2,"","","",1,0,2016-06-28 23:14:56,"",,,,,
590,2,,,,1,0,2016-05-31 04:51:56,,,,,,
591,3,"","","",1,0,2016-09-01 06:13:36,"",,,,,
592,2,Clovelly,NSW,"",1,0,2016-09-01 06:13:46,"",,,,,
593,3,,,,9,0,2016-08-25 05:16:04,,,,,,
594,2,,,,9,0,2016-08-25 05:19:05,,,,,,
595,3,,,,1,0,2017-09-09 23:50:55,,,,,,
596,2,,,,1,0,2017-06-09 01:32:34,,,,,,
597,3,,,,1,0,2016-10-17 00:34:45,,,,,,
598,2,,,,1,0,2016-08-08 00:58:42,,,,,,
599,2,"","","",1,0,2017-05-25 00:00:13,"",,,,,
600,3,,,,1,0,2019-02-18 11:46:48,,,,,,2019-12-17 23:55:04
601,2,North Sydney,NSW,2060,5,0,2020-01-08 12:50:41,,5.3.6,iOS,13.1.3,-660,2019-12-19 03:45:55
604,2,,,,1,0,2016-08-25 05:19:20,,,,,,
605,3,,,,9,0,2016-08-25 05:16:53,,,,,,
606,3,Crows Nest,NSW,2065,1,0,2017-02-01 00:35:17,,,,,,
607,3,,,,3,0,2016-09-18 22:46:53,,,,,,
616,3,,,,1,0,2016-09-18 22:54:33,,,,,,
617,3,,,,1,0,2016-10-17 00:34:50,,,,,,
621,3,,,,,0,2016-10-17 00:35:53,,,,,,
622,3,,,,5,0,2017-02-01 00:16:41,,,,,,
623,3,,,,3,0,2016-10-17 00:36:01,,,,,,
625,3,,,,1,1,2017-12-07 03:01:35,,,,,,
626,3,,,,1,0,2019-05-21 23:43:12,,,,,,
628,3,,,,,0,2017-02-01 00:16:24,,,,,,
629,2,"","","",0,0,2017-06-09 01:32:29,"",,,,,
630,3,,,,1,0,2017-02-01 00:35:46,,,,,,
631,3,,,,1,0,2017-02-01 00:35:39,,,,,,
632,2,"","","",1,0,2017-06-09 01:29:10,"",,,,,
633,2,,,,1,0,2017-06-09 01:32:38,,,,,,
634,3,,,,1,0,2017-02-01 00:16:07,,,,,,
635,3,,,,1,0,2017-02-01 00:35:43,,,,,,
636,2,,,,1,0,2017-06-09 01:29:18,,,,,,
637,3,,,,5,0,2017-02-01 00:36:03,,,,,,
638,2,,,"",0,0,2017-06-09 01:29:21,,,,,,
639,2,,,"",0,0,2017-06-09 01:28:26,,,,,,
640,2,,,"",0,0,2017-06-09 01:29:51,,,,,,
641,2,,,"",0,1,2018-03-11 21:01:57,,,,,,
642,2,,,"",0,0,2017-06-09 01:28:22,,,,,,
643,2,,,"",0,0,2017-06-09 01:28:58,,,,,,
644,2,,,"",0,0,2017-06-09 01:29:13,,,,,,
645,2,,,"",0,0,2017-06-09 01:32:22,,,,,,
646,2,,,"",0,0,2017-06-09 01:29:46,,,,,,
647,2,"","","",0,1,2019-09-12 05:11:09,"",4.6.0,web,Chrome 76,-600,2019-09-12 04:34:33
648,3,"","","",1,1,2019-09-23 06:26:12,"",,,,,2020-02-17 23:49:43
649,3,,,,1,1,2020-01-09 22:47:04,,,,,,
650,3,Swansea,NSW,2281,1,0,2018-05-28 00:49:32,,,,,,
651,3,,,,1,1,2017-07-10 04:16:20,,,,,,2021-04-30 02:45:44
652,2,,,,5,1,2020-11-26 00:54:48,,5.35.0,web,Chrome 89,-660,2021-03-29 22:41:10
653,2,"","","",1,1,2017-07-27 01:55:08,"",3.6.3,web,,,
654,3,,,,1,0,2019-06-24 05:35:11,,,,,,
655,2,"","","",1,0,2018-07-12 04:50:05,"",3.7.13,Android,8.1.0,-600,
657,3,,,,3,0,2017-09-09 23:51:24,,,,,,
658,2,"","","",3,0,2017-06-09 01:29:02,"",,,,,
659,3,,,,3,0,2017-09-09 23:51:19,,,,,,
660,3,,,,3,0,2017-09-09 23:51:33,,,,,,
661,3,,,,1,0,2017-05-03 05:26:16,,,,,,
